degree,major,cgpa,skills,job_role
Diploma,English,7.43,"3D Modeling, C#, Shader Programming, Unity, Unreal Engine",Game Developer
B.Tech,Mechanical,7.03,"AutoCAD, Construction, STAAD.Pro, Surveying",Civil Engineer
B.Tech,Computer Science,6.85,"CSS, HTML, JavaScript, Node.js, React, Teamwork",Web Developer
B.Sc,Data Science,8.3,"Docker, MySQL, NoSQL, Performance Tuning, PostgreSQL, SQL",Database Administrator
BBA,Business Administration,6.86,"Campaign Management, Communication, Market Research, SEO, SQL, Social Media",Marketing Executive
B.Tech,Finance,9.36," Git,  MongoDB,  NLP,  Node.js, Algorithms, C++, Data Structures, Excel, Java, Python",Software Engineer
MBA,Finance,6.25,"Agile, Excel, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
B.Pharm,Pharmacy,7.81,"Clinical Knowledge, Pharmacology, Regulatory Compliance, SQL",Pharmacist
MBA,Business,7.75,"Accounting, Excel, Financial Modeling, Git, Python, Statistics",Financial Analyst
MBA,Civil,9.51,"C++, Electronics, Python",Embedded Systems Engineer
B.Tech,Electronics,6.92,"Excel, Firewall, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
M.Tech,Networking,8.67,"Firewall, Incident Response, Network Security, SIEM",Cybersecurity Analyst
MBA,Finance,8.52,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
B.Tech,Computer Science,7.45,"CAD, Matlab, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
B.Tech,Mathematics,8.12," Process Modeling, Data Visualization, Excel, Pandas, Python, Tableau, UML",Data Analyst
B.Tech,Marketing,7.46,"Employee Engagement, Labor Laws, Problem Solving, Recruitment",Hr Manager
B.Sc,Information Technology,7.37,"Experiment Design, Research Methods, SQL, Statistics",Research Scientist
M.Tech,Statistics,7.2,"Data Analysis, Experiment Design, LaTeX, Python, Statistics",Research Scientist
MBA,Computer Science,8.9,"CNC, Excel, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
B.Tech,Civil,6.45,"ANSYS, Manufacturing, SolidWorks",Mechanical Engineer
B.Tech,Business Administration,7.77,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.Com,Marketing,7.94,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
B.Tech,Statistics,7.23," Java, Data Structures, Model Deployment, PyTorch, Python, SQL",AI Engineer
B.Tech,Operations,6.69,"Agile, Git, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
M.Tech,Business,7.95,"CNC, Excel, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
B.A.,Graphic Design,7.62,"Prototyping, Usability Testing, Wireframing",Ux/Ui Designer
B.Com,Mass Communication,6.88,"Content Marketing, Git, Google Analytics, PPC, SEO, Social Media",Digital Marketing Specialist
B.Tech,Information Technology,8.12," Linux,  Python, Deep Learning, Machine Learning, Model Deployment, PyTorch, Python, TensorFlow",AI Engineer
Diploma,Civil,7.61,"AutoCAD, Construction, Structural Analysis",Civil Engineer
Diploma,Game Design,7.69,"3D Modeling, C#, C++, Excel, Game Design, Shader Programming, Unity",Game Developer
B.Tech,Data Science,6.86," Excel,  SQL, Excel, Power BI, Python, SQL, Statistics, Tableau",Data Analyst
B.A.,Animation,8.7,"Figma, Prototyping, Usability Testing, User Research",Ux/Ui Designer
B.Tech,Finance,6.94,"ERP, Lean, Operations Management, Process Improvement, Supply Chain",Operations Manager
M.Com,Business Administration,7.5," Git, Process Modeling, Python, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
M.Sc,Business,8.04,"Communication, Excel, Financial Modeling, Python",Financial Analyst
B.Tech,Marketing,8.25,"Employee Engagement, Labor Laws, Performance Management, Recruitment",Hr Manager
Diploma,Networking,6.58,"Firewall, Incident Response, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
B.Tech,Data Science,7.24,"Data Analysis, Experiment Design, Python, Statistics",Research Scientist
Diploma,Networking,8.67,"HTML, JavaScript, MongoDB, Node.js, REST APIs, React",Web Developer
B.Sc,Pharmacy,7.24,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
B.Tech,Statistics,7.84,"Backup & Recovery, MySQL, Performance Tuning, SQL",Database Administrator
B.Tech,Data Science,7.95," Requirements Gathering, Data Visualization, Pandas, Power BI, SQL, Stakeholder Management, Statistics, Tableau",Data Analyst
Diploma,English,6.26,"Figma, Usability Testing, Wireframing",Ux/Ui Designer
Pharmacy,Pharmacy,7.63,"Clinical Knowledge, Pharmacology, Regulatory Compliance",Pharmacist
BBA,Finance,7.93,"Product Strategy, Stakeholder Management, User Stories",Product Manager
M.Tech,Computer Science,7.31,"HTML, JavaScript, Node.js, React",Web Developer
B.Sc,Electronics,7.33,"AutoCAD, CNC, Excel, Lean Manufacturing, SolidWorks",Manufacturing Engineer
B.E.,Data Science,7.59,"Backup & Recovery, Linux, MySQL, NoSQL, SQL",Database Administrator
B.Com,Operations,5.7," Statistics, Excel, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, Tableau, UML",Business Analyst
B.Tech,Business,6.71,"C++, Microcontrollers, Python",Embedded Systems Engineer
B.Tech,Electrical,6.45,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
Diploma,Networking,7.37,"CSS, REST APIs, React",Web Developer
B.Com,Mass Communication,8.21,"Content Marketing, SEM, SEO, Social Media",Digital Marketing Specialist
B.Tech,Computer Science,7.1,"Cisco, Linux, Network Monitoring, TCP/IP",Network Administrator
Diploma,Journalism,8.73,"3D Modeling, Excel, Game Design, Shader Programming, Unreal Engine",Game Developer
Ph.D,Mathematics,7.43," UML, Excel, Stakeholder Management, Statistics, Tableau",Data Analyst
B.Com,Business Administration,7.16," Pandas,  Statistics, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
Pharmacy,Pharmacy,7.34,"Clinical Knowledge, Drug Dispensing, Pharmacology, SQL",Pharmacist
M.Sc,Computer Science,7.69,"C, C++, Electronics, Microcontrollers, Verilog",Embedded Systems Engineer
B.Tech,Production,8.51,"CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
B.Tech,AI & ML,8.47," SQL, Data Visualization, Power BI, SQL, Statistics, UML",Data Analyst
B.Sc,Mathematics,7.11,"Data Analysis, LaTeX, Python",Research Scientist
Diploma,Networking,8.7,"CSS, HTML, REST APIs",Web Developer
M.Sc,Business,9,"C, Electronics, Python",Embedded Systems Engineer
B.Des,Game Design,6.92,"Figma, Usability Testing, User Research, Wireframing",Ux/Ui Designer
B.Sc,Computer Science,8.35,"Accounting, Communication, Excel",Financial Analyst
B.E.,Information Technology,7.17,"AWS, Communication, GCP, Kubernetes, Linux, Terraform",Cloud Engineer
MBA,Business,7.49,"AutoCAD, Excel, Lean Manufacturing, Materials, Matlab, SolidWorks",Manufacturing Engineer
M.Tech,Computer Science,6.79,"C, C++, Microcontrollers, Python, RTOS",Embedded Systems Engineer
B.Tech,Electronics,6.13,"Accounting, Excel, Financial Modeling, Matlab, Python, Statistics",Financial Analyst
B.E.,Civil,8.08,"AutoCAD, Construction, Project Management, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.Tech,Marketing,8.04,"Communication, Market Research, SEO, Social Media",Marketing Executive
Diploma,Networking,6.77,"Firewall, Network Security, SIEM",Cybersecurity Analyst
M.Com,Business Administration,7.25," Pandas, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
BBA,Operations,9.44,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
M.Des,English,7.66,"3D Modeling, C++, Shader Programming, Unity, Unreal Engine",Game Developer
BBA,Operations,8.05," Statistics, Git, Process Modeling, Python, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
B.A.,English,6.91,"C#, C++, Shader Programming, Unity, Unreal Engine",Game Developer
M.Tech,Structural,7.79,"ANSYS, CAD, Git, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
M.Com,Finance,7.33,"HR Policies, Performance Management, Recruitment",Hr Manager
Diploma,Information Technology,7.12,"Cisco, Linux, Routing, Switching, TCP/IP",Network Administrator
B.Tech,Human Resources,8.2," SQL, Power BI, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
Diploma,Production,8.3,"AutoCAD, Construction, Project Management, STAAD.Pro, Surveying",Civil Engineer
B.E.,Civil,7.77,"Circuit Design, Embedded Systems, PCB Design",Electrical Engineer
M.Com,Business Administration,8.2,"Campaign Management, Communication, Market Research, SEO",Marketing Executive
M.Tech,Computer Science,8.65," Requirements Gathering, Data Visualization, Git, Pandas, Power BI, Python, SQL, Statistics",Data Analyst
MBA,Mechanical,8.38," CSS,  Deep Learning,  HTML, Data Structures, Git, Java, Linux, Machine Learning, SQL",Software Engineer
B.E.,Data Science,8.52,"Data Analysis, Experiment Design, LaTeX, Python, Research Methods, Statistics",Research Scientist
B.Tech,Mathematics,6.21," Requirements Gathering,  SQL, Data Visualization, Excel, Power BI, Tableau",Data Analyst
M.Com,Business Administration,6.29,"Employee Engagement, Git, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
M.Des,Journalism,7.28,"Content Strategy, Copywriting, Editing, Research, SEO, WordPress",Content Writer
B.Tech,Finance,6.83,"Agile, Linux, Metrics, Stakeholder Management",Product Manager
Diploma,Computer Science,7.54,"Cisco, Network Monitoring, Routing, Switching, TCP/IP",Network Administrator
B.Tech,Production,6.96,"Circuit Design, Embedded Systems, PCB Design, Power Systems",Electrical Engineer
B.Sc,Information Technology,7.11,"Backup & Recovery, NoSQL, PostgreSQL, SQL",Database Administrator
B.Tech,Mechanical,7.97,"ANSYS, CAD, Excel, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
MBA,Human Resources,6.59,"Communication, Metrics, Product Strategy, Roadmapping, User Stories",Product Manager
BBA,Finance,7.46,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Problem Solving, Recruitment",Hr Manager
M.Tech,Electronics,7.5,"CSS, JavaScript, React",Web Developer
M.Sc,Information Technology,7.11," UML, Pandas, SQL, Stakeholder Management, Statistics, Tableau",Data Analyst
B.Sc,Data Science,7.94," Process Modeling,  UML, Data Visualization, Power BI, Problem Solving, Python, SQL, Statistics, Tableau",Data Analyst
M.Des,Graphic Design,7.91,"Content Strategy, Copywriting, Editing, Research, SQL, WordPress",Content Writer
M.Sc,Mechanical,7.67,"Accounting, Excel, Finance, M&A, Valuation",Investment Banker
B.Sc,Data Science,6.8," Linux,  Stakeholder Management, Data Visualization, Excel, Linux, Pandas, Power BI, Python, SQL",Data Analyst
B.E.,Electronics,7.47,"Excel, Firewall, Incident Response, Network Security, Penetration Testing",Cybersecurity Analyst
Diploma,Electronics,6.13,"Firewall, Incident Response, Penetration Testing, SIEM",Cybersecurity Analyst
B.Tech,Information Technology,7.04,"AWS, CI/CD, Docker, GCP",Cloud Engineer
M.Des,Design,8.18,"Communication, Content Strategy, Copywriting, Research, SEO",Content Writer
M.Com,Human Resources,7.62," Pandas,  Tableau, Process Modeling, Requirements Gathering, Stakeholder Management, UML",Business Analyst
B.Des,Journalism,6.45,"Adobe Photoshop, Branding, Figma, Typography, UI Design",Graphic Designer
BBA,Law,7.62,"Compliance, Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
LLM,Law,6.85,"Compliance, Contract Law, Drafting, Legal Research, Negotiation, Problem Solving",Legal Advisor
BBA,Mass Communication,6.23,"Google Analytics, PPC, SEM, SEO, SQL",Digital Marketing Specialist
B.Sc,Information Technology,6.75,"Firewall, Incident Response, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
B.E.,Information Technology,6.83,"Firewall, Git, Penetration Testing, SIEM",Cybersecurity Analyst
BBA,Finance,6.33,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.Tech,Computer Science,7.28,"Firewall, Incident Response, Network Security, Python, SIEM",Cybersecurity Analyst
B.Tech,Mathematics,7.39," Algorithms,  C++, Deep Learning, Model Deployment, NLP, PyTorch, TensorFlow",AI Engineer
B.Tech,Mechanical,9.18,"Circuit Design, MATLAB, PCB Design, Teamwork",Electrical Engineer
B.Tech,Business Administration,7.88,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
MBA,Business Administration,7.77,"Content Marketing, Google Analytics, SEO",Digital Marketing Specialist
Diploma,Journalism,7.56,"C#, Docker, Shader Programming, Unreal Engine",Game Developer
B.Sc,English,7.78,"3D Modeling, C#, C++, Excel, Game Design, Shader Programming, Unreal Engine",Game Developer
MBA,Marketing,6.53,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
M.Com,Marketing,7.9,"Bloomberg, SQL, Valuation",Financial Analyst
B.Tech,Mathematics,8.4,"Azure, CI/CD, Kubernetes, Linux",Cloud Engineer
B.A. LL.B,Law,7.68,"Drafting, Legal Research, Negotiation",Legal Advisor
B.Tech,Production,7.45,"Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.A. LL.B,Law,8.16,"Compliance, Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
B.Tech,Finance,6.49,"ERP, Lean, Operations Management, Process Improvement, Six Sigma, Supply Chain",Operations Manager
B.A. LL.B,Law,5.83,"Compliance, Contract Law, Drafting, Legal Research, Negotiation, SQL",Legal Advisor
M.Sc,Information Technology,8.43,"Backup & Recovery, NoSQL, SQL",Database Administrator
BBA,Finance,7.13," Excel,  Statistics, Process Modeling, Requirements Gathering, SQL",Business Analyst
B.E.,Civil,8.67,"ANSYS, CAD, Manufacturing, SolidWorks",Mechanical Engineer
Pharmacy,Pharmacy,6.87,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology",Pharmacist
B.Tech,Operations,6.63,"Accounting, Excel, Power BI, Valuation",Financial Analyst
B.Tech,Computer Science,6.32,"CAD, Materials, Matlab, Thermodynamics",Mechanical Engineer
MBA,Business Administration,8.42,"Employee Engagement, Labor Laws, Recruitment, SQL",Hr Manager
BBA,Finance,7.5,"ERP, Process Improvement, Six Sigma",Operations Manager
B.Des,Journalism,7.63,"C#, C++, Docker, Game Design, Unity, Unreal Engine",Game Developer
B.Sc,Pharmacy,6.83,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
MBA,Marketing,7.77," Data Visualization, Process Modeling, Requirements Gathering, SQL, Stakeholder Management",Business Analyst
B.E.,Computer Science,8.23,"CSS, JavaScript, MongoDB, Node.js, REST APIs, React",Web Developer
B.Tech,Business,6.79," CSS,  HTML,  PyTorch,  Python, Algorithms, Python, SQL",Software Engineer
B.Com,Operations,8.12,"Accounting, Bloomberg, Excel, Power BI, SQL, Valuation",Financial Analyst
M.Tech,Computer Science,9.62,"Materials, Matlab, SolidWorks",Mechanical Engineer
B.Com,Operations,8.06,"ERP, Lean, Operations Management, Six Sigma, Supply Chain, Teamwork",Operations Manager
B.Tech,Mechanical,7.4,"AutoCAD, Excel, Project Management, Structural Analysis",Civil Engineer
Diploma,Networking,6.6,"Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
B.Sc,Statistics,7.79,"Backup & Recovery, NoSQL, Performance Tuning, SQL",Database Administrator
M.Com,Business Administration,9.14,"Accounting, Bloomberg, Financial Modeling, Power BI, SQL, Valuation",Financial Analyst
B.Tech,Business,6.91,"Accounting, Communication, Excel, Statistics",Financial Analyst
B.Sc,Computer Science,6.14,"Accounting, Communication, Excel, M&A",Investment Banker
BBA,Operations,7.08,"Metrics, Roadmapping, User Stories",Product Manager
B.Tech,Mechanical,6.69,"Construction, Project Management, STAAD.Pro, Surveying",Civil Engineer
MBA,Electronics,7.25,"Accounting, Communication, Excel",Investment Banker
MBA,Marketing,7.23,"Agile, Metrics, Product Strategy, Roadmapping, Stakeholder Management",Product Manager
BBA,Business Administration,8.5,"Agile, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
B.Com,Operations,7.54,"Bloomberg, Excel, Financial Modeling, SQL, Valuation",Financial Analyst
B.Com,Law,7.19,"Compliance, Contract Law, Legal Research, Teamwork",Legal Advisor
B.Tech,Electronics,7.26,"Firewall, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
LLB,Law,7.74,"Compliance, Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
B.Des,Journalism,7.1,"Adobe Photoshop, Illustrator, Typography",Graphic Designer
Diploma,Mechanical,7.92,"Circuit Design, Embedded Systems, MATLAB, Power Systems",Electrical Engineer
MBA,Operations,7.02,"Lean, Operations Management, Six Sigma, Supply Chain",Operations Manager
B.Tech,Information Technology,6.8,"Communication, NoSQL, PostgreSQL, SQL",Database Administrator
B.Tech,Operations,7.93,"ERP, Lean, Operations Management, Process Improvement",Operations Manager
B.Tech,Computer Science,7.3,"Experiment Design, Research Methods, Statistics",Research Scientist
M.Tech,Electrical,8.99,"Problem Solving, Project Management, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.Tech,Business Administration,7.25," Pandas,  Power BI, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
B.Tech,Computer Science,7.72,"Cisco, Linux, Routing, Switching, TCP/IP",Network Administrator
